Department;GEO;Role;Willing to relocate;Percent remote;Last evaluation;Number of projects;Average montly hours;Years in the company;Work accidents;Left company;Promotion in the last 5 years;Salary;Gender;LinkedIn hits
Human Resources;China;Senior Manager;0;0.8;0.85;3;186;2;0;0;0;medium;F;7
IT;US;Manager;0;0.8;0.85;5;271;4;0;0;0;low;M;3
Warehouse;Australia;Manager;0;0.8;0.85;5;171;2;0;0;0;medium;F;1
Operations;Turkey;Manager;1;0.8;0.85;4;238;2;0;0;0;medium;F;2
Sales;US;Manager;0;0.8;0.85;4;184;3;0;0;0;low;M;8
Finance;Colombia;Manager;1;0.8;0.85;5;214;2;0;0;0;low;F;8
Human Resources;Australia;Manager;0;0.8;0.85;4;279;6;0;0;0;medium;M;5
IT;Japan;Manager;1;0.8;0.85;3;168;4;0;0;0;low;F;1
Warehouse;Japan;Manager;1;0.8;0.85;6;221;5;0;0;0;medium;M;8
Operations;Korea;Manager;1;0.8;0.85;3;260;3;0;0;0;medium;M;7
Sales;UK;Manager;1;0.8;0.85;4;204;3;0;0;0;medium;M;2
Finance;Turkey;Manager;1;0.8;0.85;4;142;3;0;0;0;medium;F;6
Human Resources;Australia;Manager;1;0.8;0.85;4;178;3;0;0;0;medium;M;3
IT;France;Manager;1;0.8;0.85;2;203;3;0;0;0;medium;M;6
Warehouse;Colombia;Manager;0;0.8;0.85;4;180;4;0;0;0;medium;M;9
Operations;Colombia;Manager;1;0.8;0.85;4;193;3;0;0;0;medium;F;3
Sales;US;Manager;1;0.8;0.85;5;99;2;1;0;0;high;F;4
Finance;Japan;Manager;0;0.8;0.85;3;250;3;0;0;0;low;M;1
Human Resources;Japan;Manager;0;0.8;0.85;4;152;3;0;0;0;medium;F;3
IT;Turkey;Manager;0;0.8;0.85;4;265;2;0;0;0;low;F;10
Warehouse;Korea;Manager;1;0.8;0.85;2;226;2;1;0;0;medium;M;2
Operations;US;Manager;1;0.8;0.85;3;234;3;0;0;0;low;M;3
Sales;US;Manager;1;0.8;0.85;4;225;2;0;0;0;high;F;4
Finance;China;Level 2-4;1;0.8;0.85;3;161;2;0;0;0;medium;M;9
Human Resources;France;Level 2-4;0;0.8;0.85;5;246;3;0;0;0;medium;F;10
IT;Korea;Level 2-4;0;0.8;0.85;4;162;3;0;0;0;medium;F;10
Warehouse;UK;Level 2-4;0;0.8;0.85;4;135;3;0;0;0;medium;M;2
Operations;UK;Level 2-4;1;0.8;0.85;4;201;2;1;0;0;low;F;10
Sales;France;Level 2-4;0;0.8;0.85;6;235;6;0;0;0;low;M;1
Finance;Japan;Level 2-4;0;0.8;0.85;5;214;2;0;0;0;low;F;10
Human Resources;UK;Level 2-4;1;0.8;0.85;6;245;5;0;0;0;medium;F;8
IT;US;Level 2-4;1;0.8;0.85;5;192;2;0;0;0;low;M;10
Warehouse;Australia;Level 2-4;1;0.8;0.85;5;179;5;0;0;0;low;M;3
Operations;Korea;Level 2-4;0;0.8;0.85;6;210;4;0;0;0;medium;M;9
Sales;China;Level 2-4;1;0.8;0.85;3;209;2;0;0;0;medium;F;2
Finance;Turkey;Level 2-4;1;0.8;0.85;4;200;3;0;0;0;medium;M;7
Human Resources;Japan;Level 2-4;0;0.8;0.85;6;165;5;0;0;0;medium;M;5
IT;US;Level 2-4;0;0.8;0.85;3;168;3;0;0;0;medium;M;7
Warehouse;Korea;Level 2-4;0;0.8;0.85;4;203;2;0;0;0;low;F;10
Operations;France;Level 2-4;1;0.8;0.85;4;202;3;1;0;0;medium;M;8
Sales;Turkey;Level 2-4;1;0.8;0.85;4;266;3;0;0;0;medium;F;2
Finance;China;Level 2-4;0;0.8;0.85;2;248;6;1;0;0;low;F;2
Human Resources;China;Level 2-4;1;0.8;0.85;5;173;3;0;0;0;low;M;5
IT;UK;Level 2-4;1;0.8;0.85;2;156;3;1;0;0;medium;F;8
Warehouse;US;Level 2-4;1;0.8;0.85;3;109;2;0;0;0;high;M;2
Operations;France;Level 2-4;0;0.8;0.85;3;250;3;0;0;0;low;M;6
Sales;Colombia;Level 2-4;0;0.8;0.85;2;195;4;0;0;0;medium;M;3
Finance;Colombia;Level 2-4;1;0.8;0.85;4;160;5;0;0;0;low;F;10
Human Resources;France;Level 2-4;1;0.8;0.85;2;189;3;0;0;0;low;F;5
IT;US;Level 2-4;1;0.8;0.85;4;239;3;0;0;0;medium;M;9
Warehouse;France;Level 2-4;1;0.8;0.85;3;204;2;1;0;0;medium;F;5
Operations;UK;Level 2-4;1;0.8;0.85;4;156;3;0;0;0;low;M;5
Sales;Korea;Level 2-4;0;0.8;0.85;5;192;3;0;0;0;high;F;7
Finance;Japan;Level 2-4;0;0.8;0.85;4;233;2;0;0;0;low;M;7
Human Resources;Korea;Level 2-4;0;0.8;0.85;5;253;3;1;0;0;low;F;3
IT;Japan;Level 2-4;1;0.8;0.85;2;277;6;1;0;0;low;M;10
Warehouse;Australia;Level 2-4;1;0.8;0.85;4;211;2;0;0;0;low;F;9
Operations;France;Level 2-4;0;0.8;0.85;6;172;6;1;0;0;medium;F;10
Sales;France;Level 2-4;0;0.8;0.85;5;211;4;0;0;0;low;F;4
Finance;Turkey;Level 2-4;0;0.8;0.85;2;248;4;0;0;0;high;F;2
Human Resources;France;Level 2-4;0;0.8;0.85;3;176;3;0;0;0;medium;M;4
IT;UK;Level 2-4;0;0.8;0.85;4;100;6;0;0;0;medium;M;6
Warehouse;UK;Level 2-4;0;0.8;0.85;5;195;4;0;0;0;low;F;1
Operations;Turkey;Level 2-4;0;0.8;0.85;3;137;3;0;0;0;low;F;4
Sales;Korea;Level 2-4;1;0.8;0.85;4;195;4;0;0;0;medium;M;2
Finance;Korea;Level 2-4;1;0.8;0.85;2;185;3;0;0;0;low;F;9
Human Resources;UK;Level 2-4;1;0.8;0.85;3;250;2;0;0;0;medium;F;9
IT;Korea;Level 2-4;1;0.8;0.85;3;150;3;0;0;0;low;M;2
Warehouse;Turkey;Level 2-4;0;0.8;0.85;3;166;3;0;0;0;medium;F;9
Operations;Turkey;Level 2-4;0;0.8;0.85;4;257;2;0;0;0;medium;M;5
Sales;Korea;Level 2-4;1;0.8;0.85;5;249;3;1;0;0;medium;F;5
Finance;Turkey;Level 2-4;0;0.8;0.85;5;268;3;1;0;0;medium;F;7
Human Resources;Korea;Level 2-4;0;0.8;0.85;4;273;3;0;0;0;low;F;3
IT;Australia;Level 2-4;1;0.8;0.85;5;246;3;0;0;0;medium;F;9
Warehouse;France;Level 2-4;0;0.8;0.85;5;142;6;0;0;0;medium;M;1
Operations;Korea;Level 2-4;0;0.8;0.85;5;168;2;0;0;0;low;M;6
Sales;Korea;Level 2-4;1;0.8;0.85;5;249;3;0;0;0;low;M;9
Finance;China;Level 2-4;0;0.8;0.85;3;220;3;0;0;0;medium;F;6
Human Resources;Korea;Level 2-4;1;0.8;0.85;4;189;2;0;0;0;low;F;7
IT;Colombia;Level 2-4;1;0.8;0.85;5;237;4;0;0;0;low;M;5
Warehouse;US;Level 2-4;0;0.8;0.85;4;247;3;0;0;0;high;F;2
Operations;France;Level 2-4;1;0.8;0.85;3;250;6;0;0;0;medium;M;1
Sales;UK;Level 2-4;0;0.8;0.85;4;207;10;0;0;0;low;F;1
Finance;Colombia;Level 2-4;0;0.8;0.85;4;201;10;0;0;0;low;M;3
Human Resources;UK;Level 2-4;0;0.8;0.85;4;142;2;0;0;0;low;M;6
IT;Turkey;Level 2-4;1;0.8;0.85;3;207;2;0;0;0;low;M;7
Warehouse;UK;Level 1;0;0.8;0.85;3;214;2;0;0;0;high;F;10
Operations;Korea;Level 1;1;0.8;0.85;4;134;10;1;0;0;medium;M;8
Sales;China;Level 1;1;0.8;0.85;3;178;8;1;0;0;medium;F;6
Finance;Colombia;Level 1;0;0.8;0.85;4;186;2;0;0;0;low;M;4
Human Resources;China;Level 1;1;0.8;0.85;4;250;3;1;0;1;low;M;10
IT;Colombia;Level 1;0;0.8;0.85;4;172;3;0;0;0;medium;F;10
Warehouse;Korea;Level 1;1;0.8;0.85;3;265;10;1;0;0;low;M;10
Operations;Australia;Level 1;0;0.8;0.85;3;158;7;0;0;0;medium;M;10
Sales;UK;Level 1;0;0.8;0.85;3;180;7;0;0;0;medium;M;10
Finance;Japan;Level 1;0;0.8;0.85;4;173;3;0;0;0;high;F;3
Human Resources;UK;Level 1;0;0.8;0.85;3;153;10;0;0;0;medium;M;10
IT;France;Level 1;1;0.8;0.85;4;182;3;1;0;0;high;F;7
Warehouse;UK;Level 1;0;0.8;0.85;3;192;3;0;0;0;low;F;9
Operations;China;Level 1;1;0.8;0.85;6;285;7;0;0;0;medium;M;9
Sales;Japan;Level 1;0;0.8;0.85;3;151;6;1;0;0;low;F;6
Finance;UK;Level 1;1;0.8;0.85;3;242;2;0;0;0;low;F;7
Human Resources;Turkey;Level 1;0;0.8;0.85;3;237;3;1;0;0;medium;F;4
IT;Australia;Level 1;0;0.8;0.85;5;259;5;0;1;0;low;F;7
Warehouse;Korea;Level 1;1;0.8;0.85;4;249;6;0;1;0;low;M;2
Operations;China;Level 1;0;0.8;0.85;6;289;4;0;1;0;high;F;5
Sales;France;Level 1;0;0.8;0.85;6;308;5;0;1;0;medium;F;4
Finance;China;Level 1;0;0.8;0.85;6;297;4;0;1;0;medium;M;2
Human Resources;US;Level 1;0;0.8;0.85;4;255;5;0;1;0;low;F;4
IT;Japan;Level 1;1;0.8;0.85;6;266;4;0;1;0;low;M;9
Warehouse;UK;Level 1;1;0.8;0.85;7;302;4;0;1;0;low;M;6
Operations;Korea;Level 1;1;0.8;0.85;4;223;5;0;1;0;medium;F;6
Sales;Turkey;Level 1;1;0.8;0.85;6;261;4;0;1;0;low;F;9
Finance;UK;Level 1;0;0.8;0.85;4;273;5;0;1;0;low;M;10
Human Resources;Korea;Level 1;0;0.8;0.85;6;260;4;0;1;0;low;M;9
IT;Colombia;Level 1;0;0.8;0.85;5;266;5;0;1;0;low;F;1
Warehouse;Colombia;VP;0;0.8;0.85;2;164;5;0;1;0;low;M;4
Operations;France;Senior Director;1;0.8;0.85;5;240;6;1;1;0;medium;F;3
Sales;Turkey;Senior Director;1;0.8;0.85;6;305;4;0;1;0;medium;F;9
Finance;Japan;Senior Director;1;0.8;0.85;5;248;5;0;1;0;low;F;3
Human Resources;US;Director;0;0.8;0.85;7;279;4;0;1;0;medium;M;8
IT;Colombia;Director;0;0.8;0.85;5;244;6;0;1;0;low;F;10
Warehouse;France;Director;0;0.8;0.85;5;267;5;0;1;0;low;M;9
Operations;US;Director;0;0.8;0.85;7;275;4;0;1;0;medium;M;7
Sales;Turkey;Director;0;0.8;0.85;5;168;2;0;0;0;low;F;10
Finance;Colombia;Director;1;0.8;0.85;5;249;3;0;0;0;low;M;2
Human Resources;US;Senior Manager;1;0.8;0.85;3;220;3;0;0;0;medium;M;7
IT;Japan;Senior Manager;0;0.8;0.85;4;189;2;0;0;0;low;M;5
Warehouse;Turkey;Senior Manager;1;0.8;0.85;5;237;4;0;0;0;low;F;9
Operations;Japan;Senior Manager;1;0.8;0.85;4;247;3;0;0;0;high;F;1
Sales;Turkey;Senior Manager;0;0.8;0.85;3;250;6;0;0;0;medium;M;9
Finance;Korea;Senior Manager;0;0.8;0.85;4;207;10;0;0;0;low;F;9
Human Resources;Turkey;Senior Manager;1;0.8;0.85;4;201;10;0;0;0;low;F;7
IT;Turkey;Senior Manager;0;0.8;0.85;4;142;2;0;0;0;low;M;2
Warehouse;Japan;Senior Manager;1;0.8;0.85;3;207;2;0;0;0;low;M;6
Operations;US;Senior Manager;1;0.8;0.85;3;214;2;0;0;0;high;F;7
Sales;US;Senior Manager;1;0.8;0.85;4;134;10;1;0;0;medium;M;5
Finance;Australia;Senior Manager;0;0.8;0.85;3;178;8;1;0;0;medium;M;8
Human Resources;Japan;Manager;0;0.8;0.85;4;186;2;0;0;0;low;M;2
IT;Australia;Manager;0;0.8;0.85;4;250;3;1;0;1;low;M;5
Warehouse;Colombia;Manager;0;0.8;0.85;4;172;3;0;0;0;medium;F;10
Operations;Turkey;Manager;1;0.8;0.85;3;265;10;1;0;0;low;M;6
Sales;UK;Manager;0;0.8;0.85;3;158;7;0;0;0;medium;F;6
Finance;Australia;Manager;1;0.8;0.85;3;180;7;0;0;0;medium;F;4
Human Resources;Turkey;Manager;1;0.8;0.85;4;173;3;0;0;0;high;M;1
IT;Colombia;Manager;0;0.8;0.85;3;153;10;0;0;0;medium;F;4
Warehouse;US;Manager;1;0.8;0.85;4;182;3;1;0;0;high;F;3
Operations;France;Manager;0;0.8;0.85;3;192;3;0;0;0;low;F;7
Sales;China;Manager;0;0.8;0.85;6;285;7;0;0;0;medium;M;7
Finance;UK;Manager;0;0.8;0.85;3;151;6;1;0;0;low;M;8
Human Resources;China;Manager;0;0.8;0.85;3;242;2;0;0;0;low;M;1
IT;UK;Manager;0;0.8;0.85;3;237;3;1;0;0;medium;F;1
Warehouse;Turkey;Manager;0;0.8;0.85;5;259;5;0;1;0;low;M;10
Operations;France;Manager;1;0.8;0.85;4;249;6;0;1;0;low;F;9
Sales;France;Manager;1;0.8;0.85;6;289;4;0;1;0;high;F;4
Finance;Australia;Manager;1;0.8;0.85;6;308;5;0;1;0;medium;M;4
Human Resources;Colombia;Manager;1;0.8;0.85;6;297;4;0;1;0;medium;M;1
IT;China;Manager;1;0.8;0.85;4;255;5;0;1;0;low;M;1
Warehouse;France;Manager;1;0.8;0.85;6;266;4;0;1;0;low;F;9
Operations;Australia;Manager;0;0.8;0.85;7;302;4;0;1;0;low;M;4
Sales;US;Level 2-4;1;0.8;0.85;4;223;5;0;1;0;medium;M;1
Finance;UK;Level 2-4;0;0.8;0.85;6;261;4;0;1;0;low;F;5
Human Resources;Australia;Level 2-4;1;0.8;0.85;4;273;5;0;1;0;low;F;4
IT;Turkey;Level 2-4;0;0.8;0.85;6;260;4;0;1;0;low;F;10
Warehouse;France;Level 2-4;0;0.8;0.85;5;266;5;0;1;0;low;F;10
Operations;UK;Level 2-4;1;0.8;0.85;2;164;5;0;1;0;low;M;7
Sales;China;Level 2-4;0;0.8;0.85;5;240;6;1;1;0;medium;F;2
Finance;Australia;Level 2-4;0;0.8;0.85;6;305;4;0;1;0;medium;F;9
Human Resources;UK;Level 2-4;1;0.8;0.85;5;248;5;0;1;0;low;M;4
IT;Japan;Level 2-4;1;0.8;0.85;7;279;4;0;1;0;medium;M;5
Warehouse;Korea;Level 2-4;0;0.8;0.85;5;244;6;0;1;0;low;M;5
Operations;UK;Level 2-4;0;0.8;0.85;5;237;5;0;1;0;medium;F;2
Sales;China;Level 2-4;1;0.8;0.85;4;251;6;0;1;0;medium;F;1
Finance;China;Level 2-4;1;0.8;0.85;4;247;6;0;1;0;low;F;4
Human Resources;Turkey;Level 2-4;0;0.8;0.86;5;262;6;0;1;0;medium;F;4
IT;Australia;Level 2-4;0;0.8;0.86;5;223;5;1;1;0;medium;M;10
Warehouse;UK;Level 2-4;1;0.8;0.86;5;275;5;0;1;0;low;F;3
Operations;UK;Level 2-4;1;0.8;0.86;6;139;6;0;1;0;medium;F;8
Sales;Japan;Level 2-4;0;0.8;0.86;4;245;6;0;1;0;low;F;3
Finance;Turkey;Level 2-4;1;0.8;0.86;6;278;4;0;1;0;high;F;3
Human Resources;UK;Level 2-4;0;0.8;0.86;5;243;5;0;1;0;low;M;2
IT;US;Level 2-4;0;0.8;0.86;7;309;4;0;1;0;low;F;1
Warehouse;Japan;Level 2-4;1;0.8;0.86;6;279;4;0;1;0;low;M;1
Operations;US;Level 2-4;1;0.8;0.86;6;247;4;0;1;0;medium;M;3
Sales;UK;Level 2-4;0;0.8;0.86;5;235;5;0;1;0;medium;F;6
Finance;Japan;Level 2-4;0;0.8;0.86;5;268;5;0;1;0;medium;F;10
Human Resources;Colombia;Level 2-4;1;0.8;0.86;6;309;4;0;1;0;medium;M;9
IT;China;Level 2-4;0;0.8;0.86;6;308;4;0;1;0;low;M;2
Warehouse;Australia;Level 2-4;0;0.8;0.86;5;237;5;0;1;0;high;F;2
Operations;Colombia;Level 2-4;1;0.8;0.86;6;291;4;0;1;0;low;M;9
Sales;China;Level 2-4;1;0.8;0.86;4;264;5;0;1;0;medium;F;6
Finance;France;Level 2-4;0;0.8;0.86;2;212;4;0;1;0;medium;F;3
Human Resources;Japan;Level 2-4;0;0.8;0.86;4;196;4;0;1;0;low;M;10
IT;UK;Level 2-4;0;0.8;0.86;5;260;5;0;1;0;low;F;6
Warehouse;Japan;Level 2-4;0;0.8;0.86;6;266;4;1;1;0;low;F;6
Operations;Colombia;Level 2-4;1;0.8;0.86;5;254;5;0;1;0;high;M;6
Sales;Turkey;Level 2-4;0;0.8;0.86;5;249;5;0;1;0;low;F;8
Finance;Korea;Level 2-4;1;0.8;0.86;6;279;4;0;1;0;medium;M;7
Human Resources;Colombia;Level 2-4;1;0.8;0.86;6;306;4;0;1;0;high;F;5
IT;Korea;Level 2-4;1;0.8;0.86;4;249;5;0;1;0;medium;M;3
Warehouse;China;Level 2-4;1;0.8;0.86;6;297;4;0;1;0;low;F;9
Operations;Turkey;Level 2-4;1;0.8;0.86;6;273;4;1;1;0;low;M;6
Sales;Korea;Level 2-4;1;0.8;0.86;6;299;4;1;1;0;low;F;9
Finance;Australia;Level 2-4;0;0.8;0.86;5;240;5;0;1;0;medium;M;10
Human Resources;Korea;Level 2-4;1;0.8;0.86;5;260;6;0;1;0;low;F;2
IT;Japan;Level 2-4;1;0.8;0.86;5;251;5;0;1;0;low;F;7
Warehouse;Japan;Level 2-4;0;0.8;0.86;5;256;5;0;1;0;medium;M;2
Operations;China;Level 2-4;1;0.8;0.86;5;226;5;0;1;0;medium;M;5
Sales;Japan;Level 2-4;1;0.8;0.86;5;262;5;0;1;0;low;F;10
Finance;Colombia;Level 2-4;0;0.8;0.86;7;261;5;0;1;0;low;M;6
Human Resources;UK;Level 2-4;1;0.8;0.86;2;181;2;0;1;0;low;F;6
IT;Turkey;Level 2-4;1;0.8;0.86;6;254;4;0;1;0;medium;F;6
Warehouse;US;Level 2-4;1;0.8;0.86;6;288;4;0;1;0;medium;M;8
Operations;UK;Level 2-4;1;0.8;0.86;6;245;4;0;1;0;low;M;10
Sales;UK;Level 2-4;1;0.8;0.86;5;252;2;0;1;0;medium;M;9
Finance;Korea;Level 2-4;0;0.8;0.86;4;293;3;0;1;0;low;M;8
Human Resources;Colombia;Level 2-4;0;0.8;0.86;5;253;4;0;1;0;low;M;9
IT;Korea;Level 2-4;1;0.8;0.86;6;245;4;0;1;0;low;F;10
Warehouse;Colombia;Level 2-4;1;0.8;0.86;6;247;4;0;1;0;medium;M;3
Operations;US;Level 2-4;1;0.8;0.86;5;274;5;0;1;0;low;M;7
Sales;Australia;Level 2-4;1;0.8;0.86;6;283;4;0;1;0;low;F;8
Finance;UK;Level 2-4;1;0.8;0.86;6;286;4;0;1;0;low;F;8
Human Resources;Turkey;Level 2-4;1;0.8;0.86;5;257;5;0;1;0;low;M;10
IT;China;Level 1;0;0.8;0.86;5;258;5;0;1;0;low;F;2
Warehouse;Turkey;Level 1;1;0.8;0.86;4;201;3;1;0;0;medium;F;6
Operations;US;Level 1;1;0.8;0.86;3;231;3;0;0;0;low;M;1
Sales;Korea;Level 1;0;0.8;0.86;4;161;2;0;0;0;high;F;5
Finance;Australia;Level 1;1;0.8;0.86;5;250;3;0;0;0;low;M;8
Human Resources;Australia;Level 1;0;0.8;0.86;4;169;6;0;0;0;low;F;6
IT;US;Level 1;0;0.8;0.86;4;191;2;0;0;0;low;M;1
Warehouse;UK;Level 1;1;0.8;0.86;4;271;3;1;0;0;medium;F;4
Operations;France;Level 1;1;0.8;0.86;5;271;3;0;0;0;low;M;3
Sales;Australia;Level 1;1;0.8;0.86;4;224;3;1;0;0;low;M;1
Finance;UK;Level 1;1;0.8;0.86;3;276;5;1;0;0;low;F;10
Human Resources;Turkey;Level 1;0;0.8;0.86;4;264;2;1;0;0;low;F;3
IT;Colombia;Level 1;0;0.8;0.86;5;185;3;0;0;0;low;M;10
Warehouse;Colombia;Level 1;1;0.8;0.86;3;253;2;0;0;0;low;M;5
Operations;Australia;Level 1;1;0.8;0.86;3;155;4;0;0;0;low;F;1
Sales;China;Level 1;0;0.8;0.86;4;219;3;0;0;0;low;F;5
Finance;Australia;Level 1;1;0.8;0.86;3;204;4;0;0;0;medium;M;7
Human Resources;UK;Level 1;1;0.8;0.86;4;196;4;1;0;0;low;F;3
IT;Colombia;Level 1;0;0.8;0.86;3;205;5;0;0;0;low;F;4
Warehouse;Australia;Level 1;0;0.8;0.86;3;187;3;0;0;0;low;F;9
Operations;China;Level 1;0;0.8;0.86;3;221;2;0;0;0;medium;F;6
Sales;Korea;Level 1;1;0.8;0.86;5;143;3;0;0;0;medium;F;1
Finance;Australia;Level 1;1;0.8;0.86;5;135;3;0;0;0;high;M;4
Human Resources;Korea;Level 1;0;0.8;0.86;3;207;2;0;0;0;low;F;7
IT;Turkey;Level 1;0;0.8;0.86;3;245;2;0;0;0;low;F;7
Warehouse;Colombia;Level 1;0;0.8;0.86;5;257;3;0;0;0;low;F;2
Operations;Korea;Level 1;1;0.8;0.86;3;186;3;1;0;0;high;F;1
Sales;Japan;Level 1;0;0.8;0.86;5;246;3;0;0;0;low;M;2
Finance;Korea;Level 1;0;0.8;0.86;3;255;2;0;0;0;low;M;2
Human Resources;US;Level 1;1;0.8;0.86;5;206;3;0;0;0;low;F;1
IT;China;VP;1;0.8;0.86;3;178;4;0;0;0;medium;M;9
Warehouse;Japan;Senior Director;0;0.8;0.86;5;274;2;1;0;0;low;F;5
Operations;UK;Senior Director;1;0.8;0.86;3;269;4;0;0;0;low;F;7
Sales;Korea;Senior Director;1;0.8;0.86;5;282;4;0;0;0;low;F;9
Finance;Japan;Director;0;0.8;0.86;2;108;5;0;0;0;high;M;5
Human Resources;Turkey;Director;0;0.8;0.86;4;268;6;0;0;0;medium;F;7
IT;Japan;Director;0;0.8;0.86;2;215;2;0;0;0;medium;F;3
Warehouse;France;Director;1;0.8;0.86;4;169;4;0;0;0;low;M;1
Operations;China;Director;1;0.8;0.86;3;165;3;0;0;0;low;F;4
Sales;Turkey;Director;1;0.8;0.86;4;192;4;0;0;0;low;F;2
Finance;Turkey;Senior Manager;0;0.8;0.86;4;206;2;0;0;0;low;M;9
Human Resources;Colombia;Senior Manager;0;0.8;0.86;3;151;2;0;0;0;medium;M;8
IT;China;Senior Manager;0;0.8;0.86;3;150;3;0;0;0;low;F;5
Warehouse;Australia;Senior Manager;0;0.8;0.86;4;250;3;0;0;0;low;M;10
Operations;Turkey;Senior Manager;1;0.8;0.86;5;168;3;0;0;0;medium;F;2
Sales;Colombia;Senior Manager;1;0.8;0.86;4;137;2;0;0;0;low;M;3
Finance;Korea;Senior Manager;0;0.8;0.86;6;148;4;0;0;0;low;M;1
Human Resources;Colombia;Senior Manager;0;0.8;0.86;6;215;5;0;0;0;low;F;7
IT;Australia;Senior Manager;0;0.8;0.86;4;269;2;1;0;0;medium;F;2
Warehouse;Korea;Senior Manager;0;0.8;0.86;3;139;3;0;0;0;low;F;1
Operations;China;Senior Manager;1;0.8;0.86;4;205;5;0;0;0;low;M;10
Sales;Turkey;Senior Manager;0;0.8;0.86;5;212;2;0;0;0;low;F;9
Finance;Turkey;Manager;1;0.8;0.86;3;136;2;0;0;0;medium;M;10
Human Resources;UK;Manager;1;0.8;0.86;3;231;3;0;0;0;medium;F;4
IT;UK;Manager;0;0.8;0.86;4;215;2;0;0;0;low;F;7
Warehouse;UK;Manager;0;0.8;0.86;4;179;3;0;0;0;medium;F;3
Operations;Korea;Manager;1;0.8;0.86;3;223;4;0;0;0;medium;M;3
Sales;France;Manager;1;0.8;0.86;3;210;3;0;0;0;low;M;6
Finance;Colombia;Manager;0;0.8;0.86;4;133;3;0;0;0;high;F;8
Human Resources;Japan;Manager;1;0.8;0.86;3;187;2;0;0;0;low;F;8
IT;Korea;Manager;1;0.8;0.86;4;256;2;0;0;0;medium;M;2
Warehouse;Turkey;Manager;0;0.8;0.86;4;138;2;0;0;0;low;M;10
Operations;Japan;Manager;0;0.8;0.86;3;198;3;0;0;0;medium;M;7
Sales;China;Manager;0;0.8;0.86;5;256;3;0;0;0;medium;F;6
Finance;UK;Manager;1;0.8;0.86;4;254;2;1;0;0;low;M;3
Human Resources;UK;Manager;1;0.8;0.86;4;267;2;0;0;0;medium;M;9
IT;Japan;Manager;0;0.8;0.86;3;286;6;0;0;0;high;F;5
Warehouse;Australia;Manager;0;0.8;0.86;3;215;4;0;0;0;low;F;3
Operations;UK;Manager;1;0.8;0.86;5;222;3;0;0;0;medium;M;5
Sales;Australia;Manager;1;0.8;0.86;5;267;4;0;0;0;medium;F;1
Finance;Japan;Manager;0;0.8;0.86;5;235;5;0;0;0;low;F;4
Human Resources;Colombia;Manager;1;0.8;0.86;4;181;2;0;0;0;low;M;2
IT;UK;Manager;1;0.8;0.86;4;173;4;0;0;0;low;F;5
Warehouse;UK;Manager;1;0.8;0.86;3;208;3;0;0;0;low;M;1
Operations;Australia;Level 2-4;1;0.8;0.86;4;221;2;1;0;0;low;F;6
Sales;Colombia;Level 2-4;0;0.8;0.86;3;141;2;1;0;0;medium;F;9
Finance;Korea;Level 2-4;1;0.8;0.86;4;238;3;0;0;0;high;F;4
Human Resources;Japan;Level 2-4;0;0.8;0.86;3;126;5;0;0;0;low;F;6
IT;China;Level 2-4;1;0.8;0.86;4;196;2;0;0;0;low;M;3
Warehouse;Japan;Level 2-4;0;0.8;0.86;4;169;2;0;0;0;high;M;7
Operations;Turkey;Level 2-4;0;0.8;0.86;3;249;3;0;0;0;low;M;10
Sales;Turkey;Level 2-4;0;0.8;0.86;4;198;6;0;0;0;medium;M;5
Finance;Colombia;Level 2-4;0;0.8;0.86;4;197;3;1;0;0;low;M;2
Human Resources;France;Level 2-4;1;0.8;0.86;3;251;4;0;0;0;medium;F;3
IT;Turkey;Level 2-4;0;0.8;0.86;4;145;3;0;0;0;medium;M;8
Warehouse;Australia;Level 2-4;1;0.8;0.86;4;249;3;0;0;0;low;M;4
Operations;China;Level 2-4;0;0.8;0.86;6;103;4;0;0;0;low;M;2
Sales;US;Level 2-4;1;0.8;0.86;2;264;5;0;0;0;medium;F;1
Finance;Korea;Level 2-4;1;0.8;0.86;6;206;6;0;0;0;medium;F;8
Human Resources;Japan;Level 2-4;1;0.8;0.86;4;139;3;0;0;0;medium;M;2
IT;France;Level 2-4;0;0.8;0.86;5;270;2;0;0;0;low;F;7
Warehouse;Australia;Level 2-4;1;0.8;0.86;4;227;2;0;0;0;low;M;8
Operations;France;Level 2-4;0;0.8;0.86;3;179;2;0;0;0;medium;F;10
Sales;Turkey;Level 2-4;0;0.8;0.86;3;273;3;0;0;0;medium;F;6
Finance;US;Level 2-4;1;0.8;0.86;5;153;2;0;0;0;low;F;7
Human Resources;Turkey;Level 2-4;1;0.8;0.86;4;112;6;0;0;0;medium;M;9
IT;China;Level 2-4;0;0.8;0.86;6;114;4;0;0;0;high;F;10
Warehouse;Korea;Level 2-4;1;0.8;0.86;4;214;2;0;0;0;high;F;1
Operations;China;Level 2-4;1;0.8;0.86;3;196;4;0;0;0;low;F;4
Sales;China;Level 2-4;1;0.8;0.86;5;159;2;0;0;0;medium;F;5
Finance;US;Level 2-4;1;0.8;0.86;3;258;2;0;0;0;low;M;1
Human Resources;UK;Level 2-4;0;0.8;0.86;5;125;3;1;0;0;low;M;10
IT;US;Level 2-4;0;0.8;0.86;6;232;3;0;0;0;medium;F;7
Warehouse;UK;Level 2-4;0;0.8;0.86;4;196;2;1;0;0;high;M;10
Operations;Australia;Level 2-4;0;0.8;0.86;4;257;3;0;0;0;low;M;3
Sales;France;Level 2-4;0;0.8;0.86;2;219;4;0;0;0;low;M;6
